Date,Close,High,Low,Open,Volume
2024-09-30,261.63,264.86,255.77,259.04,80705700
2024-10-01,258.02,263.98,248.53,262.67,87397600
2024-10-02,249.02,251.16,241.5,247.55,93983900
2024-10-03,240.66,249.79,237.81,244.48,80729200
2024-10-04,250.08,250.96,244.58,246.69,86573200
2024-10-07,240.83,249.83,240.7,249.0,68113300
2024-10-08,244.5,246.21,240.56,243.56,56303200
2024-10-09,241.05,247.43,239.51,243.82,66289500
2024-10-10,238.77,242.79,232.34,241.81,83087100
2024-10-11,217.8,223.34,214.38,220.13,142628900
2024-10-14,219.16,221.91,213.74,220.13,86291900
2024-10-15,219.57,224.26,217.12,220.01,62988800
2024-10-16,221.33,222.82,218.93,221.4,49632800
2024-10-17,220.89,222.08,217.9,221.59,50791800
2024-10-18,220.7,222.28,219.23,220.71,49611900
2024-10-21,218.85,220.48,215.73,218.9,47329000
2024-10-22,217.97,218.22,215.26,217.31,43268700
2024-10-23,213.65,218.72,212.11,217.13,80938900
2024-10-24,260.48,262.12,242.65,244.68,204491900
2024-10-25,269.19,269.49,255.32,256.01,161611900
2024-10-28,262.51,273.54,262.24,270.0,107653600
2024-10-29,259.52,264.98,255.51,264.51,80521800
2024-10-30,257.55,263.35,255.82,258.04,53993600
2024-10-31,249.85,259.75,249.25,257.99,66575300
2024-11-01,248.98,254.0,246.63,252.04,57544800
2024-11-04,242.84,248.9,238.88,244.56,68802400
2024-11-05,251.44,255.28,246.21,247.34,69282500
2024-11-06,288.53,289.59,275.62,284.67,165228700
2024-11-07,296.91,299.75,285.52,288.89,117309200
2024-11-08,321.22,328.71,297.66,299.14,204782800
2024-11-11,350.0,358.64,336.0,346.3,210521600
2024-11-12,328.49,345.84,323.31,342.74,155726000
2024-11-13,330.24,344.6,322.5,335.85,125405600
2024-11-14,311.18,329.98,310.37,327.69,120726100
2024-11-15,320.72,324.68,309.22,310.57,114440300
2024-11-18,338.74,348.55,330.01,340.73,126547500
2024-11-19,346.0,347.38,332.75,335.76,88852500
2024-11-20,342.03,346.6,334.3,345.0,66340700
2024-11-21,339.64,347.99,335.28,343.81,58011700
2024-11-22,352.56,361.53,337.7,341.09,89140700
2024-11-25,338.59,361.93,338.2,360.14,95890900
2024-11-26,338.23,346.96,335.66,341.0,62295900
2024-11-27,332.89,342.55,326.59,341.8,57896400
2024-11-29,345.16,345.45,334.65,336.08,37167600
2024-12-02,357.09,360.0,351.15,352.38,77986500
2024-12-03,351.42,355.69,348.2,351.8,58267200
2024-12-04,357.93,358.1,348.6,353.0,50810900
2024-12-05,369.49,375.43,359.5,359.87,81403600
2024-12-06,389.22,389.49,370.8,377.42,81455800
2024-12-09,389.79,404.8,378.01,397.61,96359200
2024-12-10,400.99,409.73,390.85,392.68,97563600
2024-12-11,424.77,424.88,402.38,409.7,104287600
2024-12-12,418.1,429.3,415.0,424.84,87752200
2024-12-13,436.23,436.3,415.71,420.0,89000200
2024-12-16,463.02,463.19,436.15,441.09,114083800
2024-12-17,479.86,483.99,457.51,475.9,131223000
2024-12-18,440.13,488.54,427.01,466.5,149340800
2024-12-19,436.17,456.36,420.02,451.88,118566100
2024-12-20,421.06,447.08,417.64,425.51,132216200
2024-12-23,430.6,434.51,415.41,431.0,72698100
2024-12-24,462.28,462.78,435.14,435.9,59551800
2024-12-26,454.13,465.33,451.02,465.16,76366400
2024-12-27,431.66,450.0,426.5,449.52,82666800
2024-12-30,417.41,427.0,415.75,419.4,64941000
2024-12-31,403.84,427.93,402.54,423.79,76825100
2025-01-02,379.28,392.73,373.04,390.1,109710700
2025-01-03,410.44,411.88,379.45,381.48,95423300
2025-01-06,411.05,426.43,401.7,423.2,85516500
2025-01-07,394.36,414.33,390.0,405.83,75699500
2025-01-08,394.94,402.5,387.4,392.95,73038800
2025-01-10,394.74,399.28,377.29,391.4,62287300
2025-01-13,403.31,403.79,380.07,383.21,67580500
2025-01-14,396.36,422.64,394.54,414.34,84565000
2025-01-15,428.22,429.8,405.66,409.9,81375500
2025-01-16,413.82,424.0,409.13,423.49,68335200
2025-01-17,426.5,439.74,419.75,421.5,94991400
2025-01-21,424.07,433.2,406.31,432.64,87320900
2025-01-22,415.11,428.0,414.59,416.81,60963300
2025-01-23,412.38,420.73,408.95,416.06,50690600
2025-01-24,406.58,418.88,405.78,414.45,56427100
2025-01-27,397.15,406.69,389.0,394.8,58125500
2025-01-28,398.09,400.59,386.5,396.91,48910700
2025-01-29,389.1,398.59,384.48,395.21,68033600
2025-01-30,400.28,412.5,384.41,410.78,98092900
2025-01-31,404.6,419.99,401.34,401.53,83568200
2025-02-03,383.68,389.17,374.36,386.68,93732100
2025-02-04,392.21,394.0,381.4,382.63,57072200
2025-02-05,378.17,388.39,375.53,387.51,57223300
2025-02-06,374.32,375.4,363.18,373.03,77918200
2025-02-07,361.62,380.55,360.34,370.19,70298300
2025-02-10,350.73,362.7,350.51,356.21,77514900
2025-02-11,328.5,349.37,325.1,345.8,118543400
2025-02-12,336.51,346.4,329.12,329.94,105382700
2025-02-13,355.94,358.69,342.85,345.0,89441500
2025-02-14,355.84,362.0,347.5,360.62,68277300
2025-02-18,354.11,359.1,350.02,355.01,51631700
2025-02-19,360.56,367.34,353.67,354.0,67094400
2025-02-20,354.4,362.3,348.0,361.51,45965400
2025-02-21,337.8,354.98,334.42,353.44,74058600
2025-02-24,330.53,342.4,324.7,338.14,76052300
2025-02-25,302.8,328.89,297.25,327.02,134228800
2025-02-26,290.8,309.0,288.04,303.71,100118300
2025-02-27,281.95,297.23,280.88,291.16,101748200
2025-02-28,292.98,293.88,273.6,279.5,115697000
2025-03-03,284.65,303.94,277.3,300.34,115551400
2025-03-04,272.04,284.35,261.84,270.93,126706600
2025-03-05,279.1,279.55,267.71,272.92,94042900
2025-03-06,263.45,272.65,260.02,272.06,98451600
2025-03-07,262.67,266.25,250.73,259.32,102369600
2025-03-10,222.15,253.37,220.0,252.54,189076900
2025-03-11,230.58,237.06,217.02,225.31,174896400
2025-03-12,248.09,251.84,241.1,247.22,142215700
2025-03-13,240.68,248.29,232.6,248.13,114813500
2025-03-14,249.98,251.58,240.73,247.31,100242300
2025-03-17,238.01,245.4,232.8,245.06,111900600
2025-03-18,225.31,230.1,222.28,228.16,111477600
2025-03-19,235.86,241.41,229.2,231.61,111993800
2025-03-20,236.26,238.0,230.05,233.35,99028300
2025-03-21,248.71,249.52,234.55,234.99,132728700
2025-03-24,278.39,278.64,256.33,258.08,169079900
2025-03-25,288.14,288.2,271.28,283.6,150361500
2025-03-26,272.06,284.9,266.51,282.66,153629800
2025-03-27,273.13,291.85,271.82,272.48,162572100
2025-03-28,263.55,276.1,260.57,275.58,123809400
2025-03-31,259.16,260.56,243.36,249.31,134008900
2025-04-01,268.46,277.45,259.25,263.8,146486900
2025-04-02,282.76,284.99,251.27,254.6,212787800
2025-04-03,267.28,276.3,261.51,265.29,136174300
2025-04-04,239.43,261.0,236.0,255.38,181229400
2025-04-07,233.29,252.0,214.25,223.78,183453800
2025-04-08,221.86,250.44,217.8,245.0,171603500
2025-04-09,272.2,274.69,223.88,224.69,219433400
2025-04-10,252.4,262.49,239.33,260.0,181722600
2025-04-11,252.31,257.74,241.36,251.84,128948100
2025-04-14,252.35,261.8,245.93,258.36,100135200
2025-04-15,254.11,258.75,247.54,249.91,79594300
2025-04-16,241.55,251.97,233.89,247.61,112378700
2025-04-17,241.37,244.34,237.68,243.47,83404800
2025-04-21,227.5,232.21,222.79,230.26,97768000
2025-04-22,237.97,242.79,229.85,230.96,120858500
2025-04-23,250.74,259.45,244.43,254.86,150381900
2025-04-24,259.51,259.54,249.2,250.5,94464200
2025-04-25,284.95,286.85,259.63,261.69,167560700
2025-04-28,285.88,294.86,272.42,288.98,151731800
2025-04-29,292.03,293.32,279.47,285.5,108906600
2025-04-30,282.16,284.45,270.78,279.9,128961100
2025-05-01,280.52,290.87,279.81,280.01,99659000
2025-05-02,287.21,294.78,279.81,284.9,114454700
2025-05-05,280.26,284.85,274.4,284.57,94618900
2025-05-06,275.35,277.73,271.35,273.11,76715800
2025-05-07,276.22,277.92,271.0,276.88,71592600
2025-05-08,284.82,289.8,279.41,279.63,97539400
2025-05-09,298.26,307.04,290.0,290.21,132387800
2025-05-12,318.38,322.21,311.5,321.99,112826700
2025-05-13,334.07,337.59,316.8,320.0,136992600
2025-05-14,347.68,350.0,337.0,342.5,136997300
2025-05-15,342.82,346.14,334.72,340.34,97882600
2025-05-16,349.98,351.62,342.33,346.24,95895700
2025-05-19,342.09,343.0,333.37,336.3,88869900
2025-05-20,343.82,354.99,341.63,347.87,131715500
2025-05-21,334.62,347.35,332.2,344.43,102354800
2025-05-22,341.04,347.27,331.39,331.9,97113400
2025-05-23,339.34,343.18,333.21,337.92,84439200
